User ID,Time (UTC),Survey Completion,Publisher Category,Gender,Age,Geography,Weight,Question #1 Answer,Question #2 Answer,Question #3 Answer,Question #4 Answer,Question #5 Answer,Question #6 Answer,Question #7 Answer,Question #8 Answer,Response Time #1 (ms),Response Time #2 (ms),Response Time #3 (ms),Response Time #4 (ms),Response Time #5 (ms),Response Time #6 (ms),Response Time #7 (ms),Response Time #8 (ms)
672512328,2021-09-04 17:00:00,Complete,News,Male,25-34,US-WEST-AZ,1.1548782,*Expert*: used GIS for 5 years or more,Culturally significant protected areas,Function mix for built areas,Dog walking policies,Areas of 6-character postcodes,Archeological sites exploring the parts of historical places,City parks,No,12653,15722,4377,1980,1540,1648,1994,4427
690918874,2021-08-25 13:00:00,Complete,News,Male,35-44,US-SOUTH-NC,1.2137677,*Beginner*: can use basic GIS functions,Dog walking policies,Archeological sites exploring the parts of historical places,Dog walking policies,Culturally significant protected areas,Archeological sites exploring the parts of historical places,Dog walking policies,No,52844,32112,18453,3510,1680,1467,1327,3726
718288001,2021-08-20 17:00:00,Complete,News,Female,35-44,US-SOUTH-VA,1.832493,*Beginner*: can use basic GIS functions,Archeological sites exploring the parts of historical places,Archeological sites exploring the parts of historical places,Areas of 6-character postcodes,Culturally significant protected areas,Archeological sites exploring the parts of historical places,Function mix for built areas,No,6258,20801,5837,4532,6266,3356,2718,3190
751824467,2021-08-16 17:00:00,Complete,News,Male,25-34,US-SOUTH-VA,1.698249,*Beginner*: can use basic GIS functions,Archeological sites exploring the parts of historical places,Function mix for built areas,Dog walking policies,Areas of 6-character postcodes,Archeological sites exploring the parts of historical places,City parks,Yes,2394,4947,2021,3192,3285,1350,1288,3097
753130133,2021-08-15 19:00:00,Complete,News,Male,45-54,US-SOUTH-VA,0.7221393,*Beginner*: can use basic GIS functions,Dog walking policies,Areas of 6-character postcodes,Areas of 6-character postcodes,Areas of 6-character postcodes,Archeological sites exploring the parts of historical places,Dog walking policies,No,45412,108991,84173,53855,23305,64778,77033,15559
757910197,2021-08-16 14:00:00,Complete,News,Unknown,Unknown,US-WEST-NM,0,*Beginner*: can use basic GIS functions,Archeological sites exploring the parts of historical places,Archeological sites exploring the parts of historical places,Dog walking policies,Areas of 6-character postcodes,City parks,Function mix for built areas,No,7382,19871,2343,2422,1787,1870,1459,3674
776496115,2021-09-01 00:00:00,Complete,News,Male,Unknown,US-SOUTH-NC,0,*Beginner*: can use basic GIS functions,Dog walking policies,Archeological sites exploring the parts of historical places,Areas of 6-character postcodes,Culturally significant protected areas,City parks,Dog walking policies,No,12627,23080,16551,14375,13765,18941,11957,4733
797191782,2021-08-14 16:00:00,Complete,News,Female,Unknown,US-WEST-WA,0,*Expert*: used GIS for 5 years or more,Culturally significant protected areas,Areas of 6-character postcodes,City parks,Culturally significant protected areas,City parks,City parks,No,10129,16916,3110,3107,2306,1807,1559,2724
821350538,2021-08-10 01:00:00,Complete,News,Female,55-64,US-NORTHEAST-ME,1.2100153,*Trained*: formally trained by a GIS course,Culturally significant protected areas,Areas of 6-character postcodes,City parks,Culturally significant protected areas,City parks,Function mix for built areas,Yes,4678,7049,4281,3026,2512,2638,2868,3357
826638146,2021-08-10 00:00:00,Complete,News,Male,25-34,US-NORTHEAST-NY,2.5894992,*Beginner*: can use basic GIS functions,Culturally significant protected areas,Function mix for built areas,Areas of 6-character postcodes,Areas of 6-character postcodes,Culturally significant protected areas,Function mix for built areas,No,12503,18132,2227,1363,905,1270,865,2990
826671306,2021-08-23 01:00:00,Complete,News,Male,25-34,US-WEST-CO,1.1548782,*Beginner*: can use basic GIS functions,Dog walking policies,Areas of 6-character postcodes,Areas of 6-character postcodes,Areas of 6-character postcodes,City parks,Function mix for built areas,No,6579,64451,40571,8338,9480,4480,4016,2882
833393959,2021-08-24 00:00:00,Complete,News,Unknown,Unknown,US-SOUTH-NC,0,*Beginner*: can use basic GIS functions,Archeological sites exploring the parts of historical places,Archeological sites exploring the parts of historical places,Areas of 6-character postcodes,Culturally significant protected areas,Archeological sites exploring the parts of historical places,Function mix for built areas,No,53804,26238,13871,5713,4679,6348,4186,8090
921834404,2021-08-16 14:00:00,Complete,News,Male,55-64,US-WEST-NM,0.3574411,*Beginner*: can use basic GIS functions,Archeological sites exploring the parts of historical places,Archeological sites exploring the parts of historical places,Areas of 6-character postcodes,Culturally significant protected areas,Archeological sites exploring the parts of historical places,Function mix for built areas,No,8942,30384,18408,8342,5853,5940,8097,6512
948704806,2021-08-24 14:00:00,Complete,News,Female,55-64,US-SOUTH-NC,0.7935539,*Beginner*: can use basic GIS functions,Archeological sites exploring the parts of historical places,Archeological sites exploring the parts of historical places,Areas of 6-character postcodes,Culturally significant protected areas,Archeological sites exploring the parts of historical places,Function mix for built areas,No,114642,132248,7593,6844,4872,9887,14639,5584
95171894,2021-08-27 19:00:00,Complete,News,Unknown,Unknown,US-WEST-ID,0,*Beginner*: can use basic GIS functions,Archeological sites exploring the parts of historical places,Function mix for built areas,Areas of 6-character postcodes,Culturally significant protected areas,Archeological sites exploring the parts of historical places,Function mix for built areas,No,11759,26563,8928,6263,7144,11163,6002,5777
954968772,2021-08-23 03:00:00,Complete,News,Male,45-54,US-SOUTH-KY,0.7221393,*Beginner*: can use basic GIS functions,Archeological sites exploring the parts of historical places,Archeological sites exploring the parts of historical places,Areas of 6-character postcodes,Culturally significant protected areas,Archeological sites exploring the parts of historical places,Function mix for built areas,No,9654,11197,3577,3422,4524,5980,3258,2666
999763594,2021-08-15 18:00:00,Complete,News,Female,65+,US-WEST-NM,1.1987612,*Expert*: used GIS for 5 years or more,Archeological sites exploring the parts of historical places,Function mix for built areas,City parks,Areas of 6-character postcodes,City parks,Dog walking policies,Yes,34864,9049,7898,5071,1573,1079,1081,3535
